AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp,time_rel,time_gap,jerk_x,jerk_y,jerk_z,lateral_qforce,speed_variance,label
2.6561575,-0.16428703,0.16176796,-0.09896017,-0.46158504,-0.15897769,AGGRESSIVE,819281,0.359,1.0,23.0682374,4.5669574,-5.062837399999999,2.66123334058336,1.0835979425829962,1
1.6962643,-0.9425242,1.0895987,-0.073303826,-0.07735081,-0.09056077,AGGRESSIVE,819281,0.359,0.0,-9.598932,-7.782371700000001,9.278307400000001,1.9405320000041562,1.0750781254055382,1
0.29746342,-0.53140295,0.9274454,-0.036651913,-0.025427265,-0.0154243475,AGGRESSIVE,819282,0.36,1.0,-13.9880088,4.1112125,-1.6215330000000006,0.6089939092526286,1.0882328693020507,1
0.61853385,-1.2324159,0.70466423,0.02565634,-0.054748796,-0.09056077,AGGRESSIVE,819282,0.36,0.0,3.2107043000000006,-7.010129499999999,-2.2278116999999997,1.3789246078624575,1.076661552189664,1
1.2498305,-0.35809693,0.8143091,-0.028099801,-0.18975002,-0.025198191,AGGRESSIVE,819283,0.361,1.0,6.3129665,8.743189699999999,1.0964487,1.3001191060843906,1.0536025337662964,1
-0.8124143,1.0743474,0.8770485,-0.02443461,-0.069409564,0.02367103,AGGRESSIVE,819283,0.361,0.0,-20.622448000000002,14.3244433,0.627394,1.346937018101162,1.0485075946497846,1
0.6513934,-0.909223,1.664897,-0.106901415,0.018555032,-0.0013744468,AGGRESSIVE,819284,0.362,1.0,14.638077000000001,-19.835704,7.878485,1.1184810348381238,1.0350026506368795,1
1.2363074,2.5214918,-0.4993248,0.013439035,0.084528476,-0.024587326,AGGRESSIVE,819284,0.362,0.0,5.84914,34.307148,-21.642218,2.808269375391542,0.9767456431046851,1
0.5041261,-0.25796014,-0.44808674,-0.01038471,-0.17264579,-0.004428773,AGGRESSIVE,819285,0.363,1.0,-7.321813000000001,-27.794519400000006,0.5123806000000003,0.5662919375463769,1.0029836689162428,1
-1.4425368,-0.7298624,1.0228071,-0.009773844,-0.027870728,0.010231993,AGGRESSIVE,819285,0.363,0.0,-19.466629,-4.719022600000001,14.708938400000001,1.6166668000203384,0.9855086751754955,1
0.36422682,1.8632607,-1.3765268,-0.029321533,-0.05963572,0.03283401,AGGRESSIVE,819286,0.364,1.0,18.067636200000003,25.931231,-23.993339000000002,1.8985261685243642,0.9611511523966911,1
0.16190362,-0.25172585,-0.049088478,-0.009773844,0.075976364,0.053603426,AGGRESSIVE,819287,0.365,1.0,-2.023232,-21.149865500000004,13.274383219999999,0.2992969858306744,1.020785191021806,1
-0.5276731,-0.8065201,1.7908382,-0.010995574,-0.11522446,0.0022907446,AGGRESSIVE,819287,0.365,0.0,-6.8957672,-5.5479425,18.39926678,0.9638016249040152,0.9621116327271423,1
-0.22602987,-0.41219234,0.52903366,-0.115453534,-0.06574437,0.12140947,AGGRESSIVE,819288,0.366,1.0,3.0164323000000004,3.9432775999999996,-12.6180454,0.4700978911746919,1.0015654618175434,1
0.5746982,1.5053835,-1.4354658,-0.03604105,0.021609358,0.07498371,AGGRESSIVE,819288,0.366,0.0,8.0072807,19.1757584,-19.644994599999997,1.6113526935948845,0.9943021933796498,1
-1.5949758,1.7287858,-1.415349,-0.0012217305,-0.09750936,0.05299256,AGGRESSIVE,819289,0.367,1.0,-21.696740000000002,2.2340230000000005,0.20116800000000046,2.3521581887422625,1.0009231510928551,1
-1.0657077,0.3390516,0.9315567,0.02076942,-0.038255434,0.107359566,AGGRESSIVE,819289,0.367,0.0,5.292681000000002,-13.897341999999998,23.469057,1.1183420269764746,1.009161465993004,1
0.023813844,1.3605076,-0.88795567,0.050701816,0.115071744,0.03283401,AGGRESSIVE,819290,0.368,1.0,10.89521544,10.214560000000002,-18.1951237,1.3607159985918502,1.0088066909562934,1
0.8908466,0.40224552,0.41098118,-0.023823744,0.05826127,0.020616703,AGGRESSIVE,819290,0.368,0.0,8.67032756,-9.5826208,12.989368500000001,0.9774503174543607,1.0280312924850745,1
-0.10940158,0.78772086,0.11784363,-0.0,-0.019929478,0.010842858,AGGRESSIVE,819291,0.369,1.0,-10.0024818,3.8547533999999994,-2.9313754999999997,0.7952816224367542,1.0542418033949874,1
